Id,Front,Left,Rear,Right
2c91808d5aba7da4015acd4aac205ccd,0.996134065,0.001109758,0.001079029,0.001677148
2c9180935b853a2d015b8b65c9ab4d46,0.994181189,0.000996499,0.001841585,0.002980728
2c91808d5aba7da4015acd4d46cd5d15,0.996328137,0.001042798,0.001015423,0.001613642
2c91808e5aba7da4015acd4a1b465873,0.006339278,0.006339416,0.986084592,0.001236714
2c91808d5aba7da4015acd473c315c7a,0.001441078,0.003408136,0.994130188,0.001020598
2c9180935b853a2d015b8b5c6a6f4cbd,0.995769117,0.001408046,0.001055867,0.00176697
2c91808d5aba7da4015acd473c315c7d,0.996172166,0.001085699,0.001062108,0.001680027
2c91808d5aba7da4015acda20ef360a5,0.995339156,0.001533705,0.001116695,0.002010444
2c91808d5aba7da4015acdb8ac7b61d7,0.940192909,0.006160386,0.011113617,0.042533088
2c91808d5aba7da4015acdb8ac7b61d6,0.995029403,0.00090706,0.001676297,0.002387241
2c91808e5aba7da4015acd5a21f15954,0.996328137,0.001042798,0.001015423,0.001613642
2c91808e5aba7da4015acd4cd5795897,0.986430783,0.001668635,0.003215517,0.008685065
2c9180a35b853b13015b8b5b03f15063,0.986430783,0.001668635,0.003215517,0.008685065
2c9180845aba7d30015acdc5b2610540,0.006400762,0.005968342,0.986406965,0.00122393
2c91808d5aba7da4015acdb8ac7b61cd,0.996110718,0.001136837,0.001077568,0.001674877
2c9180845aba7d30015acdc5b2610547,0.992536455,0.001278167,0.002362124,0.003823254
2c91808e5aba7da4015acd4cd57958a5,0.993753782,0.00107333,0.00201741,0.003155478
2c91808e5b853b1a015b8b770bcf4c3b,0.994335251,0.001712546,0.001547267,0.002404937
2c91808e5aba7da4015acd5a43015971,0.01823838,0.02329493,0.603279784,0.355186906
2c91808e5aba7da4015acd5a43015973,0.991209802,0.00148197,0.002598478,0.004709749
2c91808d5aba7da4015acdd3fa8963b2,0.304458979,0.005726046,0.011171797,0.678643178
2c91809e5aba7d25015acde7c2c62b7f,0.996109315,0.001145207,0.001062937,0.001682541
2c9180ad5b853aa1015b8b88d370551e,0.005623062,0.005361317,0.987890769,0.001124852
2c9180935b853a2d015b8b6f39a04e0e,0.001443312,0.001863177,0.995671331,0.00102218
2c91808e5aba7da4015acd546633590d,0.996323439,0.001042793,0.001020134,0.001613634
2c91808d5aba7da4015acdd3fa8963b7,0.001842404,0.003641391,0.993210947,0.001305258
2c91808e5b853b1a015b8ba12a9c4e66,0.996323439,0.001042793,0.001020134,0.001613634
2c9180935b853a2d015b9251f48f23e3,0.993699061,0.001073271,0.002017299,0.003210369
2c9180ad5b853aa1015b8b730c72535e,0.995029403,0.00090706,0.001676297,0.002387241
2c91808e5aba7da4015acd5a62bc5988,0.995586629,0.001246741,0.001212218,0.001954412
2c9180a35b853b13015b8b58df1a5059,0.989438335,0.001228404,0.003176278,0.006156982
2c9180845aba7d30015acd5c653c00d8,0.993987541,0.001024133,0.001924939,0.003063387
2c9180ad5b853aa1015b8b6d289f52d5,0.993239969,0.001161622,0.002183362,0.003415048
2c9180845aba7d30015acd4d2ca00037,0.001731233,0.004557242,0.992485026,0.001226499
2c9180ad5b853aa1015b8b61066151f5,0.006300188,0.004849904,0.987645209,0.001204699
2c9180a35b853b13015b8bdae78b5875,0.996162723,0.001091651,0.001062994,0.001682631
2c91808d5aba7da4015acdae944f616e,0.996162723,0.001091651,0.001062994,0.001682631
2c91809e5aba7d25015acdb99fff27ce,0.006967667,0.003882365,0.987843526,0.001306443
2c91809e5aba7d25015acd722bec2179,0.006340998,0.00606979,0.986352162,0.001237049
2c9180935b853a2d015b8b9a210c514a,0.986934291,0.001617992,0.002569658,0.008878059
2c91808e5b853b1a015b8b9c5cfb4e2f,0.996323439,0.001042793,0.001020134,0.001613634
2c91808e5b853b1a015b8b9c5cfb4e29,0.006339239,0.006345483,0.986078571,0.001236706
2c91808e5aba7da4015acd68cea25a0e,0.001440917,0.003519712,0.994018888,0.001020483
2c91809659f86230015a08ad579a6bd9,0.996177057,0.001085704,0.001057203,0.001680035
2c91809659f86230015a085af3516476,0.996154842,0.001136432,0.001077184,0.001631542
2c91809659f86230015a08d006806f3c,0.001949277,0.002542056,0.99427219,0.001236476
2c91809659f86230015a0853b4356382,0.996323439,0.001042793,0.001020134,0.001613634
2c91809659f86230015a09b5d5e012b1,0.480711652,0.482190905,0.03104492,0.006052523
2c91809659f86230015a09b5d5e012ac,0.001949277,0.002542056,0.99427219,0.001236476
2c91809659f86230015a08913d696916,0.995029403,0.00090706,0.001676297,0.002387241
2c91809659f86230015a091d86587829,0.996053359,0.001122764,0.00109329,0.001730587
2c91808e5aba7da4015acdea7a2b61a5,0.009399685,0.00370946,0.985688543,0.001202312
2c91809e5aba7d25015acd7eaf23224a,0.988695746,0.002797829,0.002772444,0.005733981
2c91808d5aba7da4015acd9bc1406042,0.005695607,0.0074612,0.985712494,0.001130699
2c9180935b853a2d015b8b5ac4b74c9c,0.001796239,0.005135984,0.991801469,0.001266307
2c91809e5aba7d25015acd75ac2f21b6,0.0065294,0.007231861,0.985003381,0.001235358
2c91808d5aba7da4015acd99124c6005,0.995529278,0.001214886,0.001182994,0.002072841
2c91808e5aba7da4015acddda7fe607c,0.00618528,0.003756043,0.988852506,0.001206171
2c91809e5aba7d25015acda9589c265e,0.321738865,0.006286721,0.009488991,0.662485422
2c91808e5aba7da4015acdaf08755d6d,0.996046772,0.001116754,0.001085831,0.001750643
2c91808e5aba7da4015acdaf08755d6c,0.001441078,0.003408136,0.994130188,0.001020598
2c91808e5aba7da4015acdaf08755d6a,0.001444166,0.001942799,0.995587518,0.001025517
2c91809e5aba7d25015acd81b03022af,0.995029403,0.00090706,0.001676297,0.002387241
2c91808d5aba7da4015acdcabe7a6325,0.995029403,0.00090706,0.001676297,0.002387241
2c91808d5aba7da4015acdcabe7a632a,0.001924389,0.00511182,0.99160045,0.001363341
2c91809e5aba7d25015acdc38c432900,0.001514336,0.001954861,0.995455457,0.001075346
2c91809e5aba7d25015acdc38c4328fb,0.994018003,0.00123262,0.001961501,0.002787876
2c91809e5aba7d25015acdc38c4328f4,0.885710235,0.00227869,0.004591103,0.107419972
2c9180845aba7d30015acdb5b8cc0441,0.006400625,0.005989616,0.986385855,0.001223904
2c91809e5aba7d25015acdc892a9292e,0.996040864,0.00112012,0.001061722,0.001777294
2c91808d5aba7da4015acdc2b30e6266,0.994003782,0.001031911,0.001930594,0.003033712
2c9180845aba7d30015acdd72cb405ec,0.993891221,0.0010662,0.002006191,0.003036387
2c9180845aba7d30015acdae1b9903d2,0.0062782,0.00579937,0.986698138,0.001224292
2c9180935b853a2d015b8b7d5aa84ec6,0.99594173,0.00119251,0.001106842,0.001758918
2c91808d5aba7da4015acdc65a906300,0.006893156,0.00411488,0.987774125,0.001217838
2c91808d5aba7da4015acdc65a9062ff,0.995029403,0.00090706,0.001676297,0.002387241
2c9180935b853a2d015b8b7d5aa84ec9,0.009313133,0.00370933,0.985762179,0.001215358
2c9180935b853a2d015b8b7d5aa84ec8,0.996323439,0.001042793,0.001020134,0.001613634
2c91808d5aba7da4015acdcabe7a6330,0.001549577,0.002084606,0.995265447,0.00110037
2c91808d5aba7da4015acddb8bfb646b,0.994039772,0.001024186,0.001925041,0.003011001
2c91808d5aba7da4015acdcabe7a6335,0.994102645,0.001170513,0.001946887,0.002779956
2c91808d5aba7da4015acddb8bfb6461,0.001474225,0.001639035,0.995842668,0.001044072
2c91809e5aba7d25015acdd6c89f2a6b,0.001474077,0.003777563,0.993704392,0.001043968
2c9180975a056a64015a1e296a08742a,0.006918581,0.003828444,0.988136255,0.001116719
2c91809a59f17e5d015a21a48da730b9,0.0132901,0.011373238,0.97366126,0.001675403
2c91809a59f17e5d015a21a48da730bb,0.995029403,0.00090706,0.001676297,0.002387241
2c9180975a056a64015a1e556ce479e9,0.001477406,0.001907188,0.995566284,0.001049121
2c9180975a056a64015a1e52ab4679be,0.995926418,0.001250299,0.001056034,0.001767249
2c91809a59f17e5d015a21a7937830fe,0.001499129,0.00193523,0.995503931,0.00106171
2c9180975a056a64015a1e58ec867ab9,0.001940693,0.002965455,0.99371896,0.001374892
2c9180975a056a64015a1e58ec867abc,0.995002227,0.001124741,0.001084288,0.002788745
2c91809a59f17e5d015a21bed0cb3545,0.994102645,0.001170513,0.001946887,0.002779956
2c9180975a056a64015a22a3fb7e1824,0.994989291,0.000951572,0.001671992,0.002387145
2c9180975a056a64015a22a3fb7f1827,0.007270797,0.008004102,0.98334346,0.001381641
2c91809659f86230015a08f6a520737e,0.995029403,0.00090706,0.001676297,0.002387241
2c91809659f86230015a08f6a5207380,0.006165815,0.007922458,0.984760327,0.001151401
2c91809659f86230015a08913d696913,0.996154842,0.001136432,0.001077184,0.001631542
2c91809659f86230015a08913d696914,0.001443312,0.001863177,0.995671331,0.00102218
2c91808e5aba7da4015acdd3b8075fac,0.00141926,0.001618619,0.995956976,0.001005145
2c9180935b853a2d015b8bc9ea265438,0.996341599,0.001040764,0.001013442,0.001604195
2c9180935b853a2d015b8bc9ea265436,0.995523809,0.00121488,0.001188482,0.00207283
2c91808e5aba7da4015acd84a62d5b30,0.995523809,0.00121488,0.001188482,0.00207283
2c91809e5aba7d25015acda942fe264b,0.006900102,0.00399009,0.987860178,0.00124963
2c9180935b853a2d015b8bc253ad53f3,0.996172166,0.001085699,0.001062108,0.001680027
2c91809e5aba7d25015acd9fd7e12580,0.996172166,0.001085699,0.001062108,0.001680027
2c91808e5aba7da4015acd68cea25a0c,0.007052263,0.008696852,0.98293395,0.001316935
2c91808e5b853b1a015b8b9c5cfb4e31,0.007052263,0.008696852,0.98293395,0.001316935
2c9180845aba7d30015acdb98289047e,0.99604055,0.00112012,0.001062036,0.001777294
2c9180ad5b853aa1015b8bb71bbc57ed,0.99604055,0.00112012,0.001062036,0.001777294
2c9180ad5b853aa1015b8bb71bbc57ef,0.995774819,0.001241556,0.001152365,0.00183126
2c9180845aba7d30015acdb98289047f,0.995774819,0.001241556,0.001152365,0.00183126
2c91808e5aba7da4015acdd3964e5faa,0.995926418,0.001250299,0.001056034,0.001767249
2c91808e5ba960a0015bab2cbc9615a1,0.99434038,0.001590459,0.00148256,0.002586601
2c91809e5aba7d25015acda24fb625a1,0.99434038,0.001590459,0.00148256,0.002586601
2c91809e5aba7d25015acdd6812d2a60,0.993410868,0.001527937,0.001417226,0.003643969
2c91808e5aba7da4015acddfd49560bb,0.437476933,0.007993503,0.552025532,0.002504032
2c91808d5aba7da4015acde809146502,0.00196921,0.005402735,0.99123296,0.001395095
2c91808e5aba7da4015acdad718f5d4d,0.001440129,0.004064725,0.993475221,0.001019925
2c9180a55ba961a6015bab327ca31455,0.001440129,0.004064725,0.993475221,0.001019925
2c91808d5aba7da4015acde809146505,0.996328137,0.001042798,0.001015423,0.001613642
2c91808e5b853b1a015b8b60d8374a04,0.001594685,0.002070497,0.99359639,0.002738429
2c91808e5aba7da4015acdbd98a75ea6,0.996328137,0.001042798,0.001015423,0.001613642
2c91808e5aba7da4015acdbd98a75ea3,0.995900609,0.001164215,0.001133653,0.001801524
2c9180ad5b853aa1015b8be26d245a4f,0.995900609,0.001164215,0.001133653,0.001801524
2c91809e5aba7d25015acd8b68112390,0.995926418,0.001250299,0.001056034,0.001767249
2c9180ad5b853aa1015b8b8fdfc95597,0.996328137,0.001042798,0.001015423,0.001613642
2c9180845aba7d30015acd9f1bc4032c,0.995167332,0.001583742,0.001160184,0.002088742
2c9180a35b853b13015b8bde0f0058ad,0.991136949,0.00117172,0.002255487,0.005435844
2c9180a35b853b13015b8bde0f0058a0,0.006277496,0.005897613,0.986587547,0.001237345
2c9180845aba7d30015acd9f1bc3031f,0.006277496,0.005897613,0.986587547,0.001237345
2c9180a35b853b13015b8bde0f00589c,0.995000951,0.000907034,0.001704842,0.002387173
2c91809e5aba7d25015acd9fba2f256a,0.996141287,0.001140439,0.001080981,0.001637293
2c91809e5aba7d25015acda942fe2641,0.001477406,0.001907188,0.995566284,0.001049121
2c91808e5aba7da4015acdd6a31a5ffd,0.996110718,0.001136837,0.001077568,0.001674877
2c91808d5aba7da4015acdaab72c613b,0.00196902,0.005515217,0.991137137,0.001378627
2c91809e5aba7d25015acdb99fff27d4,0.996341599,0.001040764,0.001013442,0.001604195
2c9180ad5b853aa1015b8be0a8835a19,0.018132647,0.029348163,0.59372148,0.358797711
2c9180ad5b853aa1015b8be0a8835a1b,0.996341599,0.001040764,0.001013442,0.001604195
2c91809e5aba7d25015acdbd77cd2837,0.996257861,0.001064586,0.001036639,0.001640914
2c9180935b853a2d015b8bdbb7ab554d,0.995037113,0.000907067,0.001668561,0.002387259
2c91808d5aba7da4015acd9badff601e,0.995037113,0.000907067,0.001668561,0.002387259
2c91808d5aba7da4015acd9badff6027,0.996328137,0.001042798,0.001015423,0.001613642
2c91809e5aba7d25015acda5dd0e25fc,0.996134065,0.001109758,0.001079029,0.001677148
2c91808d5aba7da4015acdbd583c6211,0.001443312,0.001863177,0.995671331,0.00102218
2c91809e5aba7d25015acdcf32e229ce,0.996323439,0.001042793,0.001020134,0.001613634
2c91809e5aba7d25015acda24fb625a5,0.001443298,0.001863158,0.995661556,0.001031988
2c91808e5aba7da4015acda316005ccb,0.002044761,0.002965146,0.993615345,0.001374748
2c9180a35b853b13015b8b693dc750fd,0.994920161,0.001501341,0.001423068,0.00215543
2c9180a35b853b13015b8b5e45a9509a,0.995657985,0.001269171,0.001203002,0.001869842
2c9180a35b853b13015b8b693dc750fa,0.001511583,0.002047147,0.995367879,0.001073391
2c9180845aba7d30015acd98bc0902d3,0.001418644,0.002051843,0.995524804,0.001004709
2c91808e5aba7da4015acdd6162f5fd9,0.007537625,0.003890992,0.987436419,0.001134964
2c9180a35b853b13015b8b63c4a450c9,0.995682652,0.001268639,0.001177502,0.001871206
2c91808e5aba7da4015acdd6162f5fd4,0.995029403,0.00090706,0.001676297,0.002387241
2c91809e5aba7d25015acdd1504a2a00,0.001474225,0.001639035,0.995842668,0.001044072
2c91809e5aba7d25015acd98fc6924d5,0.993699061,0.001073271,0.002017299,0.003210369
2c91808e5ba96106015bab2f8b6513fd,0.996328137,0.001042798,0.001015423,0.001613642
2c91808d5aba7da4015acd910b405f80,0.009096246,0.00441414,0.985274857,0.001214757
2c91808d5aba7da4015acde809146509,0.992536455,0.001278167,0.002362124,0.003823254
2c91808e5aba7da4015acdad718f5d4a,0.991513183,0.001682996,0.002806723,0.003997098
2c91808d5aba7da4015acde80914650a,0.002630672,0.01856699,0.973619187,0.005183152
2c9180a55ba961a6015bab327ca31452,0.991513183,0.001682996,0.002806723,0.003997098
2c91808d5aba7da4015acde80914650f,0.001477052,0.001767266,0.995709607,0.001046075
2c9180a55ba961a6015bab327ca3144a,0.007790473,0.00312994,0.987863561,0.001216026
2c91809e5aba7d25015acd8793a8231f,0.984809071,0.001591124,0.004217695,0.00938211
2c91809e5ba96014015bab30da41167f,0.996134065,0.001109758,0.001079029,0.001677148
2c91808e5aba7da4015acda316015ccf,0.991916928,0.002169311,0.002111654,0.003802107
